x,wpdf,fpdf,supdf,sppdf
-0.04990499049904992,0,0,0,0
-0.048579857985798586,0,0,0,0
-0.047254725472547277,0,0,0,0
-0.04592959295929594,0,0,0,0
-0.04460446044604463,0,0,0,0
-0.04327932793279329,0,0,0,0
-0.041954195419541956,0,0,0,0
-0.04062906290629065,0,0,0,0
-0.03930393039303931,0,0,0,0
-0.037978797879788,0,0,0,0
-0.036653665366536664,0,0,0,0
-0.035328532853285355,0,0,0,0
-0.03400340034003402,0,0,0,0
-0.03267826782678268,0,0,0,0
-0.03135313531353137,0,0,0,0
-0.030028002800280035,0,0,0,0
-0.028702870287028726,0,0,0,0
-0.02737773777377739,0,0,0,0
-0.02605260526052608,0,0,0,0
-0.024727472747274742,0,0,0,0
-0.023402340234023405,0,0,0,0
-0.022077207720772096,0,0,0,0
-0.02075207520752076,0,0,0,0
-0.01942694269426945,0,0,0,0
-0.018101810181018113,0,0,0,0
-0.016776677667766804,0,0,0,0
-0.015451545154515467,0,0,0,0
-0.01412641264126413,0,0,0,0
-0.01280128012801282,0,0,0,0
-0.011476147614761484,0,0,0,0
-0.010151015101510175,0,0,0,0
-0.008825882588258838,0,0,0,0
-0.0075007500750075284,0,0,0,0
-0.0061756175617561915,0,0,0,0
-0.0048504850485048545,0,0,0,0
-0.0035253525352535453,0,0,0,0
-0.0022002200220022083,0,0,0,0
-8.750875087508991e-4,0,0,0,0
4.500450045004101e-4,3.1285026316928957e-15,1.7074527455751236e-9,9.72272980105021e-13,2.8081652507975956e-14
0.001775177517751747,1.0803585489400884e-12,4.9314385290041e-8,9.580633309429444e-11,5.739756422867566e-12
0.003100310031003084,1.159595004460667e-11,1.9325604908940656e-7,6.181190280496025e-10,4.979791838244331e-11
0.004425442544254421,5.26946966508227e-11,4.618438042328333e-7,2.030447038439449e-9,1.9758922169751692e-10
0.005750575057505758,1.6047526603282921e-10,8.766681935748321e-7,4.87079707995058e-9,5.446294384008197e-10
0.007075707570757039,3.8733831983819307e-10,1.4557273708461144e-6,9.734623229200395e-9,1.2149097939988824e-9
0.008400840084008376,8.02988145871352e-10,2.21467208281982e-6,1.726451279487543e-8,2.3596866628241875e-9
0.009725972597259713,1.4952238337786231e-9,3.1674595681831607e-6,2.8143277101720876e-8,4.156508271126062e-9
0.01105110511051105,2.5705855687140975e-9,4.326748630674189e-6,4.308891276679279e-8,6.808390461473446e-9
0.012376237623762332,4.154893694310903e-9,5.704160266968445e-6,6.285072110509054e-8,1.0543095295531618e-8
0.013701370137013669,6.393704501267844e-9,7.310460430344705e-6,8.820620282513514e-8,1.5612485095562777e-8
0.015026502650265006,9.452699078723896e-9,9.155694112975604e-6,1.1995850140007485e-7,2.2291934321189286e-8
0.016351635163516343,1.3518016946535174e-8,1.1249287202420138e-5,1.589342513241697e-7,3.08797872924082e-8
0.01767676767676768,1.8796543204065245e-8,1.3600126035603453e-5,2.0598173508038855e-7,4.1696853222401956e-8
